ticker,time,open,high,low,close,Volume
EQTY,14/09/2020,36.900002,37.049999,36,36,7823300
EQTY,21/09/2020,36,37,35.450001,36.099998,35692600
EQTY,28/09/2020,36.75,38.099998,35,35.099998,3545700
EQTY,05/10/2020,36.299999,36.299999,34,35.25,7690900
EQTY,12/10/2020,35.950001,35.950001,34,34.450001,3618600
EQTY,19/10/2020,35.5,35.5,34,34.5,3756200
EQTY,26/10/2020,34.5,34.5,33.599998,33.599998,6546300
EQTY,02/11/2020,33.799999,35.450001,32.650002,34,11435600
EQTY,09/11/2020,35.400002,37.25,34,37.049999,7600100
EQTY,16/11/2020,37,37.099998,34.5,35,12111800
EQTY,23/11/2020,35.700001,36.650002,34,34.049999,14324100
EQTY,30/11/2020,34.950001,35.700001,34.400002,35,28320500
EQTY,07/12/2020,35.450001,35.450001,34.5,34.950001,20971200
EQTY,14/12/2020,34.950001,35,33.799999,35,11509200
EQTY,21/12/2020,34.75,35.200001,34.049999,35.200001,7371300
EQTY,28/12/2020,35.299999,37,34.75,36.5,854600
EQTY,04/01/2021,36.5,36.5,35.549999,36.450001,8965800
EQTY,11/01/2021,36.450001,37.5,36,36.75,12806500
EQTY,18/01/2021,37,37.599998,36.049999,37.25,12380800
EQTY,25/01/2021,37.25,37.25,36.299999,36.599998,18857700
EQTY,01/02/2021,36.950001,37.400002,36.75,37,11679900
EQTY,08/02/2021,37.450001,38,37,38,3915000
EQTY,15/02/2021,38,39.700001,37.950001,38.400002,7045600
EQTY,22/02/2021,38.200001,38.549999,37.5,37.799999,5727400
EQTY,01/03/2021,37.900002,38.200001,37.5,38.049999,4213200
EQTY,08/03/2021,38.200001,40.5,37.849998,39.650002,8983700
EQTY,15/03/2021,40,42.349998,38.849998,38.849998,6041800
EQTY,22/03/2021,41.75,42,40,41,9953700
EQTY,29/03/2021,38.75,39.799999,37,39.049999,11970700
EQTY,05/04/2021,39.5,39.5,37,37.950001,882000
EQTY,12/04/2021,37.5,39,37.299999,38.950001,3605800
EQTY,19/04/2021,38.950001,39.900002,37.799999,39.049999,13256600
EQTY,26/04/2021,39.049999,40,38.599998,39.099998,3387400
EQTY,03/05/2021,39.5,40.849998,39.049999,40.700001,6525300
EQTY,10/05/2021,40.700001,41.849998,40,40.849998,20127700
EQTY,17/05/2021,40.849998,42,40.049999,41.5,4611500
EQTY,24/05/2021,41.549999,44,41.5,42.900002,14418600
EQTY,31/05/2021,43,43,42,43,12850300
EQTY,07/06/2021,42.5,44.400002,42.5,44,11665400
EQTY,14/06/2021,44,45.200001,43.5,45.099998,9768100
EQTY,21/06/2021,44.75,47,43.75,46.549999,11634500
EQTY,28/06/2021,46.150002,47,44,46.099998,8090100
EQTY,05/07/2021,46.799999,49.450001,46.150002,49,8782700
EQTY,12/07/2021,49,49.400002,47.700001,48.5,4544100
EQTY,19/07/2021,48.549999,48.599998,47.599998,47.950001,4060800
EQTY,26/07/2021,47.950001,49.099998,47.5,48.950001,2863800
EQTY,02/08/2021,49,50.75,48.799999,49.049999,1791500
EQTY,09/08/2021,50.75,51.5,49.5,51.25,4524600
EQTY,16/08/2021,51,54.25,51,53,8504400
EQTY,23/08/2021,53,54.5,52.5,54,10548900
EQTY,30/08/2021,53.5,55,49.099998,49.75,7807800
EQTY,06/09/2021,50,51.5,48.599998,51,8809500
EQTY,13/09/2021,52,54,50,53.25,7030800
EQTY,20/09/2021,53.75,53.75,50,51,9090000
EQTY,27/09/2021,51.5,51.5,50,50.5,2790500
EQTY,04/10/2021,50,51,49,50,1540400
EQTY,11/10/2021,50,50,49,49.549999,7225000
EQTY,18/10/2021,49,50.5,49,49.599998,11830100
EQTY,25/10/2021,49.799999,50.5,49.299999,49.700001,3122600
EQTY,01/11/2021,49.5,52,49.5,50,8361900
EQTY,08/11/2021,50.5,53.75,50,52.5,14923700
EQTY,15/11/2021,52.5,52.5,51.5,52,5298200
EQTY,22/11/2021,52,52,50.5,51.25,12124500
EQTY,29/11/2021,51.25,51.25,46.25,46.5,13940000
EQTY,06/12/2021,47,48.349998,44.150002,47.549999,12149700
EQTY,13/12/2021,48,50,47.5,49,1703700
EQTY,20/12/2021,49,50,48,49,2634700
EQTY,27/12/2021,49.049999,54,49,54,519400
EQTY,03/01/2022,52,54.5,51,53,8451100
EQTY,10/01/2022,53,53.25,49,49.549999,1607800
EQTY,17/01/2022,50,51.75,49.150002,51.25,4373600
EQTY,24/01/2022,51.5,52.5,49.650002,50.5,7752700
EQTY,31/01/2022,50.5,53.5,50,52.75,8656000
EQTY,07/02/2022,53,54,52,54,11369200
EQTY,14/02/2022,53.25,53.5,52,52.5,5882200
EQTY,21/02/2022,53,53,51,51.5,2913200
EQTY,28/02/2022,51.5,53,49.549999,51,5026200
EQTY,07/03/2022,51,52,49.599998,51,5696800
