ticker,time,open,high,low,close,Volume
DTK,23/05/2022,48.5,52,48.5,50,141300
DTK,30/05/2022,50,55,50,55,35100
DTK,06/06/2022,53.5,53.5,49.599998,51,275500
DTK,13/06/2022,50.5,52,50,52,15900
DTK,20/06/2022,50,53,50,50,40000
DTK,27/06/2022,50.25,52,49,50,1312300
DTK,04/07/2022,49.5,52,48,50.5,40900
DTK,12/07/2022,50,50,49.5,50,35500
DTK,18/07/2022,50,50,49,49,70800
DTK,25/07/2022,49.950001,49.950001,48.5,49,51900
DTK,01/08/2022,49,49.049999,48.599998,49.049999,255200
DTK,08/08/2022,49.049999,51,48.950001,51,193900
DTK,15/08/2022,51,51,50,51,137700
DTK,22/08/2022,51,51.5,49.5,51.5,124100
DTK,29/08/2022,52,52,49,50,214100
DTK,05/09/2022,52,53,50,53,325000
DTK,12/09/2022,50.5,53,50,50,172300
DTK,19/09/2022,51,53,49.5,49.5,50200
DTK,26/09/2022,49.799999,53,49.5,50,165600
DTK,03/10/2022,50,50,48.5,48.5,248800
DTK,11/10/2022,48.5,49.299999,48.5,48.549999,141900
DTK,17/10/2022,49,49,48,49,148900
DTK,24/10/2022,48.5,49,46.049999,48.5,109100
DTK,31/10/2022,48.150002,48.5,47.5,48,28300
DTK,07/11/2022,49,49.5,48,48,32800
DTK,14/11/2022,47.549999,49,46.099998,49,101200
DTK,21/11/2022,48.5,48.5,45,48,33300
DTK,28/11/2022,46.5,49,46.5,48.5,2233200
DTK,05/12/2022,48,48.6,48,48.5,1262100
DTK,13/12/2022,48.5,48.75,48.5,48.5,470000
DTK,19/12/2022,48.55,49,48.55,49,36500
DTK,27/12/2022,49.1,50.5,49,50.5,87700
DTK,03/01/2023,50,52.5,48.6,52,19900
DTK,09/01/2023,52.5,55.5,52.5,53,41200
DTK,16/01/2023,55,55,51,51,133400
DTK,23/01/2023,50.75,54.75,50,51.75,110100
DTK,30/01/2023,51.25,51.5,49,49.05,467900
DTK,06/02/2023,50,50,49.05,50,487100
DTK,13/02/2023,49.05,52.75,49.05,50,228900
DTK,20/02/2023,50,50,48.1,48.1,65800
DTK,27/02/2023,49.95,50,49.55,50,884700
DTK,06/03/2023,49.55,50,48.05,50,266600
DTK,13/03/2023,50.25,50.25,48.05,48.05,38500
DTK,20/03/2023,48.1,48.1,43.75,47.75,32000
DTK,27/03/2023,46.5,53.75,46,53.5,120000
DTK,03/04/2023,53.5,54.75,52,53,12600
DTK,11/04/2023,52.5,53,51,53,29600
DTK,17/04/2023,53,54.5,52,53,54500
DTK,24/04/2023,53.5,55,53,54.5,214300
DTK,02/05/2023,54.5,54.5,49.5,54,77600
DTK,08/05/2023,54,54,50.5,52,104700
DTK,15/05/2023,50.5,50.5,44,46,18600
DTK,22/05/2023,46,46,44.05,45,92200
DTK,29/05/2023,44.75,46,44.5,45,340400
DTK,05/06/2023,46,49,45.05,48,46300
DTK,12/06/2023,48,49.5,45,49,123500
DTK,19/06/2023,49,50,48,49.5,100900
DTK,26/06/2023,49.55,50,48.5,49.85,258600
DTK,03/07/2023,49.8,50,48,50,546800
DTK,10/07/2023,48.5,49,46.2,48,130800
DTK,17/07/2023,48,48.05,47.5,47.55,250400
DTK,24/07/2023,49,49,46,46,318700
DTK,31/07/2023,47.75,49,47.5,49,204800
DTK,07/08/2023,48,48,46.5,47.5,372100
DTK,14/08/2023,47.25,49,46.5,47.05,144200
DTK,21/08/2023,49.7,49.7,47,48.05,77000
DTK,28/08/2023,48,51.25,46.2,47.2,101400
DTK,04/09/2023,47.2,50,46.95,49,70400
DTK,11/09/2023,49,50,48,49,60000
DTK,18/09/2023,49.5,54,48,48,38700
DTK,25/09/2023,48.25,50,47.05,50,809700
DTK,02/10/2023,50,50,45.15,48.75,20500
DTK,09/10/2023,48,48,46,47.55,17500
DTK,16/10/2023,47.55,48.5,46,46.75,16900
DTK,23/10/2023,46,47.5,44.9,44.9,132200
DTK,30/10/2023,45,45.35,44,45,21800
DTK,06/11/2023,44.05,45,44,44,24200
DTK,14/11/2023,44,46,43.05,45,6500
DTK,20/11/2023,46,46,45,45.95,15200
DTK,27/11/2023,45,46,44.1,46,61700
DTK,04/12/2023,45,46,45,46,7700
DTK,11/12/2023,46,47,46,47,4000
DTK,18/12/2023,46.5,46.5,45,46.5,16200
DTK,27/12/2023,46,46.5,45.05,45.05,15000
DTK,02/01/2024,45.05,46.5,44.6,46.5,6400
DTK,08/01/2024,46.5,46.5,44.5,44.75,87500
DTK,15/01/2024,44.35,45,44.35,44.75,38200
DTK,22/01/2024,44.75,44.75,44,44.75,93500
DTK,29/01/2024,44.6,49.9,44.6,48.95,17300
DTK,05/02/2024,47,48.8,46,48,352300
